State,ROI
MO,0.0018493604589859595
AL,3.0710995454976544
AK,-3.3954784139700225
MN,1.5480730990001272
MD,0.8670960084651723
NJ,6.882922685412156
OR,-0.11177093728896906
ID,0.6452369922192032
NY,1.276445074453803
OH,2.3958005035557477
PA,1.146936644991504
CA,-12.015335736611474
OR,-2.169750995995242
WV,-0.14834620734086135
WV,2.4223879025521313
WI,8.476446854154725
AR,-1.973469432499462
OR,-4.466750490578653
AL,-4.209688307437019
TX,-3.6557676529936995
OH,9.249743541798946
PA,1.47166470347994
WA,-1.9246765969777442
SC,2.081571696328572
WI,6.846323359189883
PA,-9.414881532118894
NY,2.6340120508948
MT,7.25062538120731
MS,-4.809959936623724
AR,0.17503420791231322
PA,2.2085032716666264
MI,3.7395597937317766
IN,7.349237679286865
PA,-3.6630237470838543
LA,-16.241821496236888
MT,3.010856399481646
FL,-1.5258320805298866
AL,1.5125631351396267
OK,0.781667397523135
IN,4.8203609795880995
TX,-6.1677078952898965
WA,0.7500087203861376
WI,11.963430146132552
GA,6.136389993205162
PA,-11.917919423914075
IN,2.4870458240839692
NY,4.788177640653648
GA,13.231123295650232
WY,3.667936855420248
NC,3.2160868009425294
CO,5.882288335693398
SC,4.363899613853268
ND,0.5771334166492594
NY,3.539935492754324
OH,8.323060139082255
AR,4.176490074152759
NE,1.6072352230567446
WA,-0.49595661856206347
NY,10.838547748863528
TX,-8.50801567503531
NH,9.07293721160765
UT,-1.2045148518496414
IL,-6.998188840130329
OH,7.099724203442813
OH,5.267242373056801
KY,5.554166339216553
IL,-0.6588097475048231
WA,-2.3511815654376895
OH,5.805131937102612
PA,-5.500365162541146
WI,7.6821788623303355
GA,0.8009878753541931
HI,3.4392243366253905
FL,-0.5497564720298838
NM,-1.9540980254805065
NM,-15.694558643806076
OK,5.109853367193998
NC,7.788914715111248
WI,4.938848261355899
TN,11.549543811484911
SC,0.7374464941520158
FL,1.4198238528517464
OR,1.416406361080922
NC,2.719489068490609
CA,-9.615638007558172
NM,5.946206770449582
NC,-4.611851072643644
MO,2.997136881909499
OK,4.248526213769465
IN,5.922486952761406
MN,0.7064685816608256
IN,4.29600783705597
MI,2.9705111427217905
NC,2.6050886655152214
MI,0.09590339624616324
TX,-10.623884556042942
OH,7.873090306470024
WI,3.0056092069371623
CA,-5.840351913163942
WI,8.039083383566158
NM,-8.897054949947112
WA,-1.4518835486061048
GA,0.5630646002851033
TX,-4.094651661846789
KY,-5.735030106139936
OR,-2.8353429137409147
NC,0.5203694530529549
VA,4.855934392598408
ID,-6.906615863174154
ID,-0.9688924557510523
NH,8.657529379405325
SC,4.607854313991573
OH,1.0538538432388362
NC,3.7933017260779702
OK,3.9926847390778972
OH,7.154975353293095
WA,-2.0985203131570493
NC,3.9591945043875034
KS,5.0032579916322755
NY,3.3614078862725423
MS,1.5772610794985111
NM,-5.394790897900416
WY,6.280463935576858
MI,2.984120817886689
VT,0.4984830729189479
TN,6.914457189945139
PA,3.8192995269758376
KS,1.7451478735085555
OH,-1.5928988753149866
MN,5.550260005733899
VT,0.9142310298676704
OH,6.970595050266666
NY,4.6030013122726405
MS,2.231403052472464
OH,4.732311218960169
NY,5.807930777540712
OK,0.47643658097335473
TX,0.9733475024961746
IA,-3.208308981243185
IL,3.8898780796935735
NV,-3.309450802477492
NV,0.5162815044412441
TX,7.329386295846444
GA,6.765577694448395
NC,4.2250053766982605
NE,0.3995957019204999
WV,-1.051714400780457
OR,-3.1847588725283904
SC,-8.269128636134697
MS,4.045811158151051
IL,0.6773745774170417
MO,-3.02769258104097
UT,-5.634394951069615
GA,2.863428465331494
MS,17.680545049507735
IN,4.353222660246743
CO,9.04252605622372
CO,2.395333962465621
NC,3.018736375570431
CA,-6.74734091992221
OH,4.096236148578091
AR,-3.1202291411366576
OH,4.707080811028423
NV,0.8785975743370034
KY,2.838041224621323
KY,2.9822666458054425
GA,4.799780242286817
NC,5.384129187889854
MO,-0.09846634406722675
NY,3.994731216510202
MO,6.000208745061111
MO,-1.2572706309612258
NC,5.315357622044201
AZ,-0.1788123533768228
TN,5.364267126807172
AL,3.0310483677103774
OH,6.956300190218374
AL,1.121638488579173
GA,0.5757614500567749
TX,-5.963551986721813
OK,0.2067485491836133
WI,1.4138862572578808
TX,-0.30276438801688443
OH,5.340197640015694
IL,0.08173230583870651
GA,0.1468557728656191
PA,0.15319847391697394
IA,-1.673717624232996
TX,1.1991854177057133
IL,0.977247366223495
NV,-4.449154159938795
TX,-7.35143418675799
MN,4.627585566839768
OR,-1.9770988869347996
LA,-9.064083767210688
TN,3.9045999552254838
NY,6.892095562089507
AL,3.728437438143374
TX,-11.407731120809297
NV,-4.656236124875005
LA,-8.106941654948583
CO,-0.1443177258150248
LA,-19.930475205812435
IN,5.793382508494906
NM,-9.152266451220195
NE,3.3923123265810595
MI,4.195734286772105
LA,-4.08311913062073
OH,4.453741107630401
WA,-1.2282620893046539
NY,-2.470112336587288
TX,0.7221086349525936
ID,-4.831578758799044
MN,-1.4854079553705501
AZ,0.03747207080265552
OK,0.8493906609497665
IN,6.218132494746731
CO,1.0556364057637462
NY,4.087065027755443
KY,-1.6304569717647936
IA,-1.4640773921451973
ID,-2.216924699049284
KY,3.807684215117836
OH,5.365992741999526
IN,8.459448860717494
PA,6.082521955119846
MN,4.0228618952202355
OH,9.391173879290157
IN,5.598205761510891
ID,-0.6646783831734111
OK,-1.6629154185222328
GA,8.285763908147956
LA,-15.117799659990027
GA,8.517099703483797
MI,0.6894946919746037
GA,2.759101471291529
AR,-1.2253035785934443
MS,-14.091048799724435
IA,-3.566081117006359
KY,1.5117685863894086
WI,2.9938951676804444
WI,11.785612515952739
MS,-4.114182870528462
IN,3.884484643655057
NC,6.338080684747546
IL,7.039404573141359
AR,8.772946833526573
MO,4.675583550794837
MI,-2.0476797303964775
NC,1.2837357676392858
PA,1.1307991039904022
WA,-4.899395843952555
OK,-5.929013839856415
TN,-0.8101429505586486
OK,1.1301750964433037
TX,-3.4991593091972555
MN,3.2621372131533355
NC,-2.668062605719218
IA,-1.2297868411906685
PA,0.5712075869115447
IN,7.286377607320002
OK,6.436997116155052
MO,4.789906544701987
GA,4.845485412288543
NC,4.542016652686475
SD,-1.0446913747498643
WY,2.9524205210771752
KS,-1.5071018370014535
TX,0.45080791047056756
OH,4.939393761358128
OH,6.001163344879153
OH,1.4467987691383501
MI,-5.500975288807293
TX,-5.923713802493561
AR,2.212957027005232
TX,-2.077555361451431
GA,0.610674749736242
AR,1.362486897029836
TN,6.139187323834512
OR,-3.12444756294587
PA,-1.5825900445483907
NM,0.24699439564859443
MS,-16.85868108126364
VA,3.7597424116454907
IA,2.4163673426079417
MI,0.6917679639477122
MN,3.2793121527107796
PA,-8.956595653194405
MO,3.763965077302557
FL,5.904781070563386
MI,-0.7997779603300084
ID,-0.4873962805131989
FL,6.333067291855193
WY,1.8510412044462847
AR,-2.7545645112631743
AL,-8.556031856310495
KS,6.083928122940984
MO,5.0800500725059905
PA,3.2983987012818274
MN,4.180592310631108
OH,5.0436916332842205
MS,-26.13126362703115
OH,3.283338603538034
ND,-3.722348695891478
OH,6.206393058739074
MO,-5.591812320035721
AZ,-0.07560905024032859
IL,2.334747523630025
OK,-4.18452636255389
TX,-2.115375932105482
IN,3.6851270957040154
IN,10.551235396641315
NE,4.023514789088419
LA,-13.928934504535848
SC,-5.11319415783449
PA,-2.5305824189293924
IL,1.3439916207990255
MD,3.880181679827912
MN,3.6264841046943017
IL,-6.852013301245331
WY,0.35875991856397693
KY,-11.618797439796777
NE,2.5343425257598877
VT,-2.0207756664368026
MI,-0.8000205874420382
KY,2.673457083159078
TN,3.7187253832531844
MI,7.877457926910793
KY,1.5988044685747167
NC,-0.2922808855381764
TX,-11.311918809193847
MN,3.2291770101840456
OH,3.0215108284322065
IN,8.026533606103065
LA,-10.30602966871172
IN,9.338709734609864
TX,-4.792623275593559
NE,2.287718854239306
IN,5.082572522158985
IL,6.26308299969611
MO,1.6872797986047678
TN,6.704305167103248
IN,8.076816980358323
GA,7.8261926730573945
TX,-4.599759605362318
UT,6.124459755566674
IA,7.057892402194275
MT,3.9125239405410954
MS,-4.562981854579988
MS,-6.0004807170090215
KS,5.0263227752721775
WY,3.1734326853191814
TX,-8.510131027037389
IL,-3.072268888199104
KS,14.227387038307853
SD,-1.1565362744450638
IN,4.413493472425758
IL,5.4020750853392645
NC,2.911980986855338
NM,-11.781035227260347
SD,1.0035284435582301
GA,3.0530849174123045
NE,3.7139470979529925
IL,6.424219580453079
FL,-4.079345228581391
TN,-1.8265649442307588
NY,7.4746692307108065
ND,1.788915681668447
IN,4.227726503343777
AL,-4.189921181430864
AR,2.515768541911778
IN,8.064014758024115
IN,7.114852298185349
NC,5.877018979294348
CA,-5.422497600835607
TN,5.085719647956777
TX,-8.998717286543567
TN,3.81432946666319
OH,0.839242843725787
MD,3.3717021563489284
TN,2.6247500338741747
AK,-1.0852145058968785
KS,-1.5746051765936904
NM,0.5603875832601382
NH,6.505895405545726
MS,-12.340785182648832
NE,2.50977556249932
TX,-17.386288380509534
TX,-3.5099880190563324
IN,7.275613439674239
CO,-5.6796204596700575
MN,2.6568202656070428
WY,-1.8488865120474287
TN,1.233068785018842
OK,5.145941255740248
MI,5.5542426642849625
GA,6.378568565951186
KS,1.7176907928699043
MO,0.8268084756888974
MI,-0.4475363643260473
GA,3.294590218426679
MI,1.9831938507128304
OH,6.181467994512643
KS,0.7695549822713571
CO,-3.584849876140224
OH,9.86791707273468
MO,-12.182908270989987
OK,6.64360404355712
ID,0.46259924683999254
TX,-9.634029108666699
IL,-0.10659400980008117
NM,-4.20474383999163
WV,5.323843968240481
IL,-3.011352065588436
AR,-2.966255272080729
CA,2.568537971876217
IN,5.084421807406248
GA,8.684127266803882
NM,-0.08998539048744886
SC,-20.754905535978274
TX,-7.973543300139265
GA,8.534039460478377
OR,-2.5024077624767065
IN,4.4339684427340735
MS,-16.496977480104427
OR,1.2131127195233846
KS,6.051644506002362
MN,1.8018143137022151
NE,2.4024198329070985
KS,11.274611515543649
SD,0.5497015917195037
FL,7.2034123689704135
MN,-2.9750471430921372
NM,-7.399288624685453
MO,3.7983967453566865
NV,-0.33316723309559876
OK,5.368026414993188
TX,-4.911692790937032
ID,3.102788777614123
CO,5.818096677398849
GA,-2.319846471468776
MO,5.136542241159675
KY,-11.78539359108003
OK,-4.756994184464443
OR,-2.9544071601857707
OR,-2.133490851575956
AR,-2.5145225945580005
IN,6.633753221685722
SD,1.0052012257568017
MO,-8.385920658964338
OR,-3.2983749141223164
SD,-3.785397002911542
ND,-1.8745595428495094
AR,-10.080340861509656
OK,3.085150530863166
MN,-3.2547751110236507
KS,-8.781900171406766
IA,3.689818205522341
TX,3.092811343241638
MS,-30.89013307517905
CO,-2.360026654107181
NE,3.3880472830395587
ND,-5.677791904552194
TX,-3.9381129004907782
MS,-3.8902310673586284
MO,-2.361896764879132
AR,1.3575442314060762
TX,-7.042582637401866
OK,-9.581046787889989
TX,-3.3963442732994857
SD,-3.5696937552232355
SD,-14.660096582385156
IA,1.0009998813333385
GA,-0.5580248738637482
WY,0.748185767083579
TX,-11.604844263977121
TX,-3.6815678914193772
WA,0.6665641304389153
MA,2.6764981931676424
KS,-2.3213092652035057
UT,1.6307565620257565
NM,-3.6359667950504013
NM,9.00675332544874
TX,0.6895829555091412
TX,-2.173260409067513
IA,5.121621423407145
GA,-0.8547278886733383
NV,5.003638307152452
KY,3.2346952313291424
TX,-4.172315276681399
AR,-6.748525196639288
IA,-0.5979409290965394
KS,1.5429065331088196
IA,-2.509883732655618
SD,7.051829328449412
TX,-13.632213824679951
TX,-33.03354351762192
TX,-13.87337044123693
AK,-7.270654549709935
CO,4.072515155874002
TX,-10.711265554145031
TX,-12.489067649579848
